ground_truth,predicted,tanimoto_score
CCOC1=C(P)N=NN1OCC,C=CCS(CC=C)C(=O)NC,0.06297709923664122
CCOC1=NN=CS1,,0.0
N=C(N)C(Br)Br,NC(O)(CS)C(=S)O,0.051094890510948905
NN1C=CN(CCCO)N1,NN(O)NCC(CBr)CCC,0.12937062937062938
ClP(Cl)N1CCOP1Cl,,0.0
CCOP(=S)(NP(=S)(OCC)OCC)OCC,CCSP(OCC)OP(=O)(CC)O(CC)O(CC)OCC,0.0
CC1=C(OC(=O)Cl)N=CS1,O=CNSC=CC(=O)(C)(C)(C)C,0.0
N[C@@H](CO)C(=O)O,O=C1(O)CCC(O)C(C)=C1O,0.0
COP(=O)(O)NS(C)(=O)=O,COC(=O)C(=O)OC(C)(S)S(C)=O,0.06278026905829596
ClOC1=NC(OCl)=NC(OCl)=N1,COCOOO(C)OCC,0.0
C=COOC(C)Br,C=COC=CC,0.13333333333333333
CS(=O)(=O)C1N=NN=N1,CNS(=O)(=O)NSN,0.0481283422459893
CS(=O)(=O)NN(S(C)(=O)=O)S(C)(=O)=O,CS(=O)(=O)NOC(C)(=O)(=O)O(C)(=O)(=O)O(C)(=O)(=O)O(C)(=O)(=O)O(C)(=O)(=O)O(C)(=O)(=O)O(C)(=O)(=O)O(C)(=O)(=O)O(C)(=O)(=O)OC,0.0
CCCSC(CC(=O)NC(C)(C)C)=C(Cl)Cl,CC(C)(C)OC=C(N(C)CN(C)C)NC(C)(C)C,0.12095032397408208
CC1=CSC(C)=C1C=O,,0.0
CN(C)S(=O)(=O)N1CCN(N(CC#N)N=O)CC1,CCCNC1NCNCP1,0.06237424547283702
CCP(CC)C1=NC=CN=C1,CCSC1(C)(C)CC=CN1,0.0
[2H]C([2H])=C1CCC1([2H])[2H],CCCCCCCCC1CCCCC1CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.05291005291005291
O=S(=O)(O)C1=CC=C(SC2=CC=CC=C2)C=C1,O=S(=O)CCCCCC(CSC1=CC=CC=C1)N(O)(O)O,0.0
O=CC1=CC(=O)N=N1,OCCCC(C)C1=C(C)C=C(C)C1,0.05785123966942149
COC(OC)=C(OC)OC,,0.0
C1=CN=C(C2=NNC(C3=NC=CC=N3)=NN2)N=C1,CC2=NC=CN(=C(Br)NC1=CC=CC=C1)N2,0.0
[2H]C([2H])([2H])SSSC([2H])([2H])[2H],C,0.0
CC[C@@H]1[C@@H](N)C[C@@H](C2=CC=CC=C2)S[C@H]1C1=CC=CC=C1,C=CCOC(=O)C1=CC=CC=C1C2=CC=CC=C2,0.17485029940119762
FC(F)(F)C(Cl)OC(Cl)(Cl)Cl,CC(C)(C)C(F)(F)CC(F)(F)C(F)(F)F,0.07665505226480836
C=C1C=C/C(=C/Br)O1,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.015384615384615385
O=C(F)O[P+](F)(F)OC(=O)F,BrCOCOCOC1CSCSC1,0.058577405857740586
CC(=O)CSN1C(C)=CNN1C,CCCCCOCC(CCC)CCCC(O)CCCC(O)CC(CC)CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.06553911205073996
N[C@@H](CS)C(=O)O,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.056338028169014086
CC(=O)NN/C(N)=C/C#N,CCOC(=S)(N(N=O)PO)NC(=O)NO,0.0
O=C1NC(=O)N(C(F)(F)F)C(F)(F)N1C(F)(F)F,COC(=NN(C)C(F)(F)F)C(F)(F)F,0.08349514563106795
C=C1OC(=S)OC1=C,C=C1(F)S2(S1)OS2,0.0
CC1=NOCC(Cl)S1,CCOOC(CC)OCC,0.03968253968253968
COCN(O)COC,S(O)OS(=O)O,0.03125
CC(=O)OP(=O)(F)F,CSPNP(N)(S)S,0.0
CO/C(SC)=C(\OC)SC,C(S(C)(PC)OC)OC,0.09950248756218906
CC(C)=C1N(C)N=NN1C,C1=C(C)C=C(C)C1=S,0.06930693069306931
CNC(=O)NCS(=O)O,O=C=NNC(=O)(O)S(=O)=O,0.0
O=P(F)(Cl)C1CCCCC1Cl,C1(C)(C)CCCCC1,0.05325443786982249
CC1=NSC(C(Cl)(Cl)Cl)O1,CS(C(CC=O)C)C(=O)S,0.06363636363636363
FN(Cl)C(F)(F)C(F)(F)F,FC(F)(F)(C(F)(F)F)SF,0.0
OC(SF)SF,N=C(N)SNC(N)=S,0.021505376344086023
C=C1N(SC)C=CN1SC,CN(C)P1N=NN1N(C)C,0.05597964376590331
O=S1(=O)C(Cl)=C(Cl)C(Cl)=C1Cl,,0.0
O=S(=O)(Br)CF,CN=NN(N)=O,0.0
CCO/C(=N/S(C)(=O)=O)NO,CS(C(C)(C)(C)C)(S)(C)C,0.0
CCN(CC)P(C1=NC=CN1)N(CC)CC,CCN(CC)CCN(CC)(CC)CC,0.0
O=P(O)(CCl)CCl,CCN=N(C)NO,0.0
[2H]C1OC(=O)C([2H])([2H])OC1=O,O=C(O)C1(=O)(CC=NC)CC(=O)C1=O,0.0
CC(C)N(C(C)C)P(C#N)/C=N/CN(C)C,C=S(C)=CSP(N)N,0.03169014084507042
CNC(=O)C1=C(Cl)SN=N1,CC=NC(=O)C1=NNC2=C1C=NN2,0.1774193548387097
NN1NN=CC(=O)C1=O,C(C)C1C=NCC1=S,0.04722222222222222
FN(F)N(F)F,C=NN(N(C)C)CC=C,0.0392156862745098
F/N=C(\C(F)(F)F)C(F)(F)N(Cl)Cl,CC(C)COC=CN=NCC(F)(F)F,0.09939759036144578
NC(N)=NC(S)C1=CSC=N1,NC=C1SC=CS1,0.04472843450479233
COC1=NC(Cl)N=CN1,COC1=NC=NO1,0.029197080291970802
CC(C)(C)C(P)=S,CC(C)(C)(C)(C)Br,0.0
[2H]C([2H])([2H])C([2H])(NC(N)=S)C([2H])([2H])[2H],,0.0
CSC(=O)C#CC(C)(C)N(C)C,CC(C)(C)C#CC#C(C)C#CC,0.0
NN1C(CC2=NNC(=S)N2N)=NNC1=S,,0.0
OC1=CSSC=C1O,SC(N)S(NF)N,0.034722222222222224
C1CN2CCSP2S1,CC(C)NO(CC)C(C)(=O)CC,0.0
O=S(=O)(O)OC1=NC=NC=C1,,0.0
CN(C=O)/N=N/N(C)C=O,CC(=O)NC(=O)CC=O,0.08264462809917356
ClC(Cl)(Cl)C1=NOC=N1,O=CNS(=O)C1=NOC=C1,0.07777777777777778
O=S(=O)(F)C1=NC=CS1,CS(=O)(=O)(O)OS(=O)(=O)O,0.0
CC(C)(C#N)N(O)CN(O)C(C)(C)C#N,C#CCC=NC1(C)(C)CC1C#N,0.0
NOC(N)(N)ON,N(CC)N(N=O)C(=O)O,0.05714285714285714
CSC1=NC(SC)=C(C)O1,COC=CC(C)=CC(=O)C(C)(=O)(C)C,0.0
O=C(C1=COC=C1)C(F)(F)F,CNC=CC1=COC=C1,0.18210862619808307
C1=CNC(C2=NC=CN2)=N1,,0.0
CCCCC#C[C@@H](O)CF,C#CCCCC(C)C(C)C,0.19230769230769232
O=C1C(O)=C(P(=O)(O)O)C1=O,O=C(O)C=CC(O)C(=O)O,0.049800796812749
CSN1OC(=O)N(C)C1=O,CNC(C)N(C(C)C)N(C(C)C)N(C(C)C)N(C(C)C)N(C(C)C)N(C(C)C)N(C(C)C)N(C(C)C)N(C(C)C)NC(C)C,0.1201923076923077
CN(CP(=O)(O)CN(C)S(C)(=O)=O)S(C)(=O)=O,OC(O)(O)OCC,0.006006006006006006
CN=CNP(=S)(OC)SC(C)C,CN(C)N(C)P(=S)NC,0.06382978723404255
CCP(CC)NCC(C)C,CCCNCCC,0.11235955056179775
CN1N2CN3CN(C2)N(C)P1N3C,NCNNN=CN1SN=CN12N=NN=N23N=NN=N3,0.0
CCSP(=O)(Cl)OC,CC(CC)C(=O)N(C)(=O)=O,0.0
N#C/C(Cl)=N/SN1CCOCC1,,0.0
CC(=S)NOC(=O)NCSCNC(=O)ONC(C)=S,COCOCNNNNNNC(=S)NNC,0.05434782608695652
CC1=CSC(=O)NC1=O,,0.0
COP(C)(=O)OCP(=O)(OC)OC,CC(OO)P(=O)O(C)C,0.0
S=C1C(=S)C(S)C1S,S=C(Br)S(C)=CBr,0.044585987261146494
ON1CSCCSC1,CCCCNCCC(C)C(C)C,0.06716417910447761
C=[N+](C)NO[N+](=C)NC,CN(C)N(C)N(C)NC,0.056338028169014086
CN(C)N(P(F)(F)=S)P(F)(F)=S,,0.0
CS(C)(C(O)O)C(O)O,CC(O)(C(O)C)C(=O)(O)C(=O)O,0.0
CN(C)S(=O)(=O)NN1C=NN=C1,CN1(C)C=C=CS1,0.0
C1=CC2=NON=C2N=C1,C=CC=NC=CN1=CC=NN=C1,0.0
OC1=C(Br)C=CC(Br)=C1Cl,OCCOC=C1C=C(C)C(O)C=C1S,0.08657243816254417
CN1C=C(Cl)N=C1C#N,C#CC=NCC(CO)=CC#N,0.036931818181818184
CCN1C=CS/C1=N/N=O,,0.0
NN(N)C(CO)OCCOCCO,,0.0
N#CC(F)(F)OC(F)(F)F,N,0.0
N#CC(C#N)=N/C(C#N)=C(\N)Cl,,0.0
C[C@H]1C[C@@H]2CCC[C@@H]2S1=O,,0.0
C1=C2C=CC=NC2=NCO1,C=CC=C(O)CC=C(O)CC=C(O)CC=C(O)CC=C(O)CC=C(O)CC=C(O)CC=C(O)CC=C(O)CC=C(O)CC=C(O)CC=C(O)CC=C(O)CC=C(O)CC=C,0.050955414012738856
C1=CN2NN=NC2=C1,C=NN1C=N2CC1=CC=C2C,0.0
CSC1=NSC(SC)=C1N,CNNC(F)(F)(C(N)N)C(F)(F)Br,0.0
[2H]/C(C#N)=C(\[2H])S/C([2H])=C(/[2H])C#N,N=S(C)C(C)N(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)C(C)CC,0.06680584551148225
O=S=P(Cl)(Cl)Cl,O(=PF)S(=O)(=O)Br,0.0
NC(=O)N(F)F,ON1C(=CN)CO1,0.015151515151515152
O=S(=O)(OO)S(=O)(=O)OO,S,0.0
O=S(=O)(/C=C\S(=O)(=O)CCl)CCl,NNNC(=O)O,0.0072992700729927005
NC(=S)C=S,NCSC(=S)N,0.14285714285714285
CN(C)S(F)(N(C)C)N(C)C,CN(C)C(C)(C)C(C)(C)N,0.02976190476190476
CC1(C)[C@@H]2C3C4C3C4[C@@H]21,C(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)C,0.0
CCCC/C(N)=N/OC(=S)N1C=CN=C1,NC(=O)(O)NN(CC)N(CC)N(N)C(NCC)N(N(=O)=O)N(N)C(NCC)N(N(=O)=O)N(N)C(NCC)N(N(=O)=O)N,0.0
[2H]C1=NC([2H])=NC([2H])=N1,C=C1C=C(NC)C=CS1,0.0040650406504065045
CNP(=O)(C(F)(F)F)C(F)(F)F,CNC(C)P(F)P(F)P(F)P(F)P(F)P(F)P(F)P(F)P(F)P(F)P(F)P(F)P(F)P(F)P(F)P(F)P(F)P(F)P(F)P(F)P(F)P(F)PF,0.07331975560081466
CP(C)(=S)C(P(C)(C)=S)P(C)(C)=S,CC(S)(S(=O)C)(SC)(SC)(SC)(SC)(SC)(SC)(SC)(SC)(SC)(SC)(SC)(SC)(SC)(SC)(SC)SC,0.0
ClC1=NC2=C(S1)SC(Cl)=N2,S=C=NC(=CS)CBr,0.03867403314917127
CN1SN=C(Cl)C1=O,C1C=NNSN1,0.015810276679841896
[2H]C1(C#C)CC1,,0.0
FC1=NN=C(F)C(SC(F)(F)F)=C1SC(F)(F)F,CO(C(C(O)(N(C(F)(C(F)(C(F)(C(F)(CF)(C(OCF)CF)CF)CF)CF)CF)CF)CF)CF)CF,0.0
CC(C)[C@]12CC[C@@H](C)[C@H](CO1)C2,,0.0
CC(C)(OP(Cl)C1=COCCO1)C(Cl)(Cl)Cl,CC(C)=N(PC)S(=O)(=O)NC1C(OC1)OC(C)SC(C)SC2COC2,0.0
CN=C1N(C)C(=S)N(C)C(=S)N1C,C=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=C,0.018276762402088774
CN(C)C1=CC(=S)SS1,C=N1C=NN(C)=C1C,0.0
CSC(=O)NCC(C)CNC(=O)SN,,0.0
FN(F)C1(F)N(F)N1F,FN(F)C(F)(F)(F)=C1(F)NNC=C1CC(C)C(F)(F)(F)=C(F)NCC(C)C(F)(F)(F)=C(F)NCC(C)C(F)(F)(F)=C(F)NCC(C)CF,0.0
N#CN(F)Cl,CPC,0.0
FP(F)N=C=NP(F)F,FN(O)C1=CC=NC=N1,0.004405286343612335
O=P(Cl)(Cl)C(F)(F)P(=O)(Cl)Cl,C,0.0
N=N[N+](=N)C1=NC=NC=N1,O=CN=CC=NCC=NCC=NCC=NCC1=NCC=N1,0.030303030303030304
C1=NNC(C2=NC=NN2)=N1,C=C1N=NN=CCC=C(C)C=N1,0.02881844380403458
N#CC(F)(Br)[N+](=O)[O-],N#C1(C)=N(O)C1,0.0
FOC(F)(F)OOC(F)(F)OF,CO(OOCC(F)F)OP(=O)O,0.0
CP(C)P(C(F)(F)F)C(F)(F)F,COCCN(C)(C)(C)C,0.0
CON1C=CPC1=S,,0.0
CCSOP(O)OSCC,C=POP(=S)OBr,0.041666666666666664
CN(C)P(C(F)=C(F)F)C(F)=C(F)F,CNC(=O)CC(F)=C(C#N)OC,0.06711409395973154
CN(C)P(=N)(N(C)C)[N+](C)(C)C(C)(C)C,CN(C)C(C)(C)N(C)(C)NC,0.0
C=C(O[P+](=S)SC)O[P+](=S)SC,SOCNSC,0.034482758620689655
CN1SCCSN1C,CNC1(=CSC=CO1)SC,0.0
O=C=NS(=O)(=O)OS(=O)(=O)N=C=O,CS(=O)N=C(=O)N=C=O,0.0
CP(C)(=S)C#CP(C)(C)=S,C=P(C)(C)(C)(C)(C)(C)=O,0.0
CN(C)C1=C(N(C)C)C1=N,CN(C)CN(C)CC(N)N,0.028985507246376812
S=P1(Cl)SCCS1,O1SS(=S)SS1,0.007407407407407408
CP(F)Cl,CSC(CC)SC,0.0
N=CC1=NN=CN1C(Cl)(Cl)Cl,N(C1(=NC=CN1)S2C=NN=C2)C(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)F,0.0
CC(CN(C)S(=O)(=O)F)S(=O)(=O)F,ONCS(=O)(O)S(=O)=O,0.08064516129032258
C#CS(=O)CCl,CSBr,0.05263157894736842
C/C=N\N/C(Br)=C(\C)CC,CCCN(CC)C(C)S,0.04945054945054945
C=CN=CPC(C)C,CCC=CC=C(C)CC=C,0.07920792079207921
CN(NC(=O)C(Cl)=C(Cl)Cl)C1=CN=NS1,C=CC(=O)CC(=O)CC(=O)S1C=CC(=O)S1,0.1361323155216285
CC1=NC(=S)N(N(S)C(N)=O)C(C)=C1,C(C(=O)N(N)=O)C1=CC(=O)N(N)N1N,0.0
FN(F)C1(F)N=N1,CC(C)(C(F)(F)F)C(F)(F)F,0.030303030303030304
C=PP(P)P,C1#C=NP1,0.0
[N-]=[N+]=NN(F)F,CNC(=S)C(F)(F)=S,0.0
OS(=S)Cl,NC(O)S,0.0
O=[N+]([O-])N(F)C1CCCC1,O=CCOCC1CCCC1,0.06614785992217899
[2H]C(Cl)=CCC(Cl)CC,CC(C)(=CS)C(C)=S,0.0
C/C(=N/O)C(C)(N)Cl,SCC(S)S,0.02608695652173913
CN=[P+](OP)OP,CS(PN)ON,0.013888888888888888
N#COCSSOC#N,C#COCSSSC#COC,0.1565217391304348
NP(O)(=S)NCS(=O)C1=CC=CC=C1,OSC(=NC1=CC=CC=C1)NNC2=CC=CC=C2,0.09979633401221996
C=CCSC(C=C)N(OC(N)=O)OC(N)=O,,0.0
C1=NC=CC(NNN2CCNCC2)=C1,,0.0
O=C(F)N(C(=O)F)C(=O)F,O=C(O)=C(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)C,0.0
O=S(O)N(Br)Br,COOCOOCOOCOOCOOCOOCOOCOOCOOCOOCOOCOOCOOCOOCO,0.06896551724137931
C1N2[C@@H]3O[C@@]132,C=CCC,0.045112781954887216
CC1(NC=O)C=CNO1,CCC=CNCC=CS,0.14957264957264957
O=S([O-])NC1=NC=C(Cl)S1,C1N=CC(=C)COS1,0.042105263157894736
CCCCNOC(=O)N=S(=O)=O,,0.0
NNSC=S,NC(=O)NNC(=O)CNC(=O)OC(=O)OC,0.023166023166023165
[N-]=P(=S)Cl,NCOC(CO)O1SC(CO)OC(CO)O1,0.0
S=C1C=NC=CS1,,0.0
CNC(=O)CP(C)C(=O)NCC(O)CO,CC(=O)CC(=O)NC(=O)NCCC(=O)O,0.1341772151898734
CCCCCP=NPCl,CCCC(PC)CCCPC,0.1592920353982301
O=S([O-])(F)(F)F,CN(C)N(=O)OC,0.0
O/N=C\C1=NSN=C1,CCC=NC1=CNC=C1,0.04878048780487805
C=N/C(=C\C)C(O)C1=COC=N1,C=C(O)C=CN2C1(=CSC=C1C=C)C=CN2,0.0
CC(C)(C)S1=NC=CS1,C(C)(C)(C)(C)(C)(C)(C)(C)C,0.0
CS(=O)(=O)CCSC1=CC=CC(F)=C1C#N,COCC1SCC(S(=O)OCC(F)(F)F)CC1,0.11290322580645161
O=PC(CBr)OCCl,,0.0
CC(Br)=N/C=C(/F)S,CCSPNC(=O)O,0.06870229007633588
CP(C)/C=N\OCC(=O)O,CCOP(O)(O)OCC,0.04838709677419355
NC1=[N+](N)CC=CN1,NC(=O)NN(N)=O,0.0
CCP(CC)OC1=NC2=C(C=C1)NC=CC2=O,CCCOCC2OC=NC=CNC=C1NC=CN=C1C=C2,0.15076923076923077
C=PC(=O)C(C)C,C=CC(=C)(CC)O(CC)(=CC)(=CC)(=CC)(=CC)(=CC)(=CC)(=CC)(=CC)(=CC)(=CC)(=CC)(=CC)(=CC)(=CC)=CC,0.0
CN(F)CN,CNN(N)N(C)N(C)N,0.020618556701030927
C[C@@H](C(=O)O)N(CCSC1CCCCC1)N=O,CCC(C)=C(C(=O)CCC1CCCCC1)C(=O)O,0.1348314606741573
FON1CC1,CC(C)SC=CP(C)P,0.0196078431372549
FC(F)=C(F)P(Cl)Cl,CCOC(C)N(C)NC,0.04938271604938271
C[N+](C)(C)CCSO[Cl+3]([O-])([O-])[O-],,0.0
ClC1=NN=NC(Cl)=C1OC1CCCCCCCCCCCN1,,0.0
CC=C(N=C=O)C(=O)SC,CCCCN(=CC)NSCC(=O)CNN=CC(=C=O)NF,0.0
CN(C)NP1OCCO1,,0.0
C[N+](C)(CBr)CCF,C#CC(C)=CC(CBr)CC,0.04666666666666667
P1=P[P-]1,C=PSOC=S(=O)=O,0.016129032258064516
O=S(O)(=NO)OO,CNP(=O)(O)CC(=N)SO,0.0326530612244898
CC(NS(C)(=O)=O)N(C(=O)O)C(C)(C)C,CNC(=O)C(C)C(C)(C)(C)C(C)(C)C(C)(C)C,0.0
C1=NN(ON2N=CC=N2)N=C1,,0.0
C=C(Cl)OCl,C=CC=CC=C(C)OC,0.08860759493670886
C=C(Cl)C(C)NC(N)=S,,0.0
CSC(N[P+](=O)S)=C(C#N)C#N,CS(SC)C(=O)O,0.03137254901960784
CC(=O)[C@@H]1CCCSP(=O)(Cl)N1,C(=O)N1CC2CCCC12,0.11275415896487985
CC1=CC(NC(=O)/N=C(/C(Cl)Cl)N2CCSCC2)=NO1,O=CNC(=O)NC=CC1=C(C)NC(C)NC1=O,0.16720604099244876
CCC(Cl)(CCl)P(O)O,CCC(C)(C)(O)C(CC)CC,0.0
CN(CCO)C1C=NCNC1O,O1=CNC(C(C)=CC)=CC1,0.0
[N-]=[N+]=NCC1(CN=[N+]=[N-])CSC1,N(C)=C=CN=N(CN)N=CN,0.0
COC(C)[NH+]1C=CN=N1,,0.0
N#CC(F)(F)OCC(F)(F)C(F)(F)C#CF,N#CC#CC#CC#CC#CO,0.06267806267806268
FCCC1C(=S)N2C=CS[C@@H]12,CC=NCC=N2CC1CCC=NC1C2,0.0
C=CC/C(N)=C/Br,C=C(C)(CC=C)CC=C,0.0
CC1=C(Cl)C(N=NCl)=NN1,NC=CN(=N1CC(=O)N=C1)CN,0.0
NC1=CC(C(Cl)(Cl)Cl)=C(S(N)(=O)=S)C=C1,C=C(C)N(C)N(C)=N(C)N(C)=N(C)N(C)=N(C)N(C)=N(C)N(C)=N(C)N(C)=N(C)N(C)=N(C)N(C)=NC,0.0
CCCCSNC(=S)S,CCCCCC(C)(CC)C=C(C)C(=CC)C=C(C)C(=CC)C=C(C)C(=CC)C=C(C)C=CC,0.028481012658227847
O=C1N=C(NC2=CC=CC=C2)SS1,,0.0
FC1(F)C=CSC2=C1C#CCCCC2,C=CCCCCCC1=CC=CC=C1CCCCCCCCC2CC=CC=C2CCCCCCCCC3CC=CC=C3CCCCCCCCC4CC=CC=C4CCCCCCC,0.17282321899736147
C#CS(C)(C)C#N,CSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSSS,0.034482758620689655
CC(C)(C)N(Cl)S(=O)O,CS(P)(=S)C,0.0
CP(=O)(OP)OP,NP(=N)O,0.03508771929824561
P=C1COC1,O1=COC(F)S1=O,0.0
CC(C)N1CCN(C(C)C)P1C1N2CN3CN(C2)CP1C3,CC(C)(C)NC(C)=CC=CN=CC(C)=CC(C)(C)C,0.08921438082556592
NC1(C2=NC=NC=C2)C=CN=N1,,0.0
O=CC1=C(C2=NC=CC=N2)SCC1,C2C(=CC=O)C1=CC=CC=C1C2,0.13839285714285715
N#CONS,C#CN=C1NP1N,0.0
N#CC1=C(C2OC=CO2)NN=C1,,0.0
O=C1CC=NC2=C1C(Cl)=CN(Cl)N2,NC1=CC=CC=C1C2=CC3=CC4=C2C5=C3C6=C4C7=C5C8=C6C9=C7C%10=C8C%11=C9C%12=C%10C%13=C%11C%14=C%12C%15=C%13C%16=C%14C%17=C%15C%18=C%16C%19=C%17C%20=C%18C%21=C%19C=C%20C=C%21C=C,0.13668341708542714
CCOC(=O)C(C(=O)C#CC1=CC=CC=C1)[N+](=O)[O-],CCCCOCC=C(C1=CC=CC=C1)CCCCCOCOCOCOCOCOCOCOCOCOCOCO,0.1738544474393531
C=C(Br)/C=C(\C)O/C(C)=C\C(=O)F,,0.0
CC([O-])=[S]CC1=CC=CO1,C=CC=CCCC1=CC=CO1,0.22184300341296928
CN(CC(F)F)/C(CO)=N\NC=O,CCOC(=O)NCC(=O)C(Br)=NCC(=O)C(Br)=NC(C)C,0.10392156862745099
O=C1C2=CC=CC=C2C=CC2=C1C=C(P(=O)(O)O)C=C2,O=C=NC1=CC=CC=C1C2=CC3=CC=C2C=C3C4=CC=CC=C4,0.13815789473684212
NC1=C(NC2=CC=CC=C2Cl)C=CO1,N2CC(N)=N(OC1C(=S)N=CC1)=C2,0.0
C=NN(C=NC)C1=NC(Br)=CN=C1N,,0.0
O=C(NC1=NNN=N1)NC1=CN=CN1,,0.0
O=S(=O)(N1N=NC(C2=CC=CC=C2)=N1)C(F)(F)F,,0.0
NC1=C(C2=CC=C(Cl)C=C2)C(C#CC2=CN=CN=C2)=NC=N1,C=C2NCN(C1=NC=CC=N1)C=N2,0.1590909090909091
COCC#C/C=C(\Br)COCOC,CCCCOC(C)CC,0.08024691358024691
C1=NO1,C=CN=C1N=N1,0.0
OCC(CBr)OCC(F)(F)CCl,OC(C(C)C=CBr)CCO,0.09349593495934959
CCCSC1=NCC(Cl)(CBr)S1,SCSCC(CO)N=NCCCO,0.1310344827586207
[2H]C#CC1=C(O[2H])C(C)=C(C)C(O[2H])=C1C#C[2H],C1S(C)O(C)(OC)C=C(COC)C1=O,0.0
CCOC(/C=C(\Br)C(F)(F)F)OCC,CCOC(Br)(Br)(OCOCC)C(F)(F)F,0.0
N#CC1=C(S)N=CN1,,0.0
