ground_truth,predicted,tanimoto_score
CC(C)(OP(Cl)C1=COCCO1)C(Cl)(Cl)Cl,CN(C)C(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)C,0.0
CN=C1N(C)C(=S)N(C)C(=S)N1C,C,0.0
CN(C)C1=CC(=S)SS1,CNC1C(C)=C(C)(C)C(C)=C1,0.0
CSC(=O)NCC(C)CNC(=O)SN,C(=CC(=O)OC(C)(C)=CC)C(C)C(C)C,0.0
FN(F)C1(F)N(F)N1F,,0.0
N#CN(F)Cl,C(N(=S)CP=O)CC,0.0
FP(F)N=C=NP(F)F,N=N1N=C1C=NCCNSC,0.0
O=P(Cl)(Cl)C(F)(F)P(=O)(Cl)Cl,CP(F)(F)P(F)(F)(F)P(=O)O,0.056179775280898875
N=N[N+](=N)C1=NC=NC=N1,,0.0
C1=NNC(C2=NC=NN2)=N1,C1=CN=NN13C=N(C2C=CN=N2)C=N3,0.0
N#CC(F)(Br)[N+](=O)[O-],C#CCN(C)C(=O)C#N,0.06403940886699508
FOC(F)(F)OOC(F)(F)OF,O(=COC(F)F)C(F)(F)F,0.0
CP(C)P(C(F)(F)F)C(F)(F)F,,0.0
CON1C=CPC1=S,O=CN1=CC=CC=CS1,0.0
CCSOP(O)OSCC,O=C(OC)(OO)OOC=C,0.0
CN(C)P(C(F)=C(F)F)C(F)=C(F)F,CSC=C(Br)CC(=NC(NC)C)(C)C,0.0
CN(C)P(=N)(N(C)C)[N+](C)(C)C(C)(C)C,CN(C)P(C)(F)(F)F,0.05970149253731343
C=C(O[P+](=S)SC)O[P+](=S)SC,CS(C=CSSC=C)NC=C,0.047619047619047616
CN1SCCSN1C,CN1C=CSC=CS1,0.03773584905660377
O=C=NS(=O)(=O)OS(=O)(=O)N=C=O,,0.0
CP(C)(=S)C#CP(C)(C)=S,CSP(C)P(C)(C)PBr,0.03314917127071823
CN(C)C1=C(N(C)C)C1=N,,0.0
S=P1(Cl)SCCS1,,0.0
CP(F)Cl,CNCP(C)Br,0.04878048780487805
N=CC1=NN=CN1C(Cl)(Cl)Cl,,0.0
CC(CN(C)S(=O)(=O)F)S(=O)(=O)F,CS(=O)(O)S(=O)(=O)(C)C,0.0
C#CS(=O)CCl,C#COO,0.045454545454545456
C/C=N\N/C(Br)=C(\C)CC,CC=C(C)C=C(C)C=C(C)C,0.08
C=CN=CPC(C)C,C=CC(C)=CCC(C)C(C)=NC,0.08045977011494253
CN(NC(=O)C(Cl)=C(Cl)Cl)C1=CN=NS1,C(=O)CN2C(=O)C(=CC(=NC1=NC=CN1)CO)C(=O)N2,0.18890074706510138
CC1=NC(=S)N(N(S)C(N)=O)C(C)=C1,C=C(C=C(C)C(N)=O)C(=O)O,0.07858048162230671
FN(F)C1(F)N=N1,CN(C)C(F)(F)F,0.06
C=PP(P)P,ONP(C)(=O)(=O)(O)S,0.0
[N-]=[N+]=NN(F)F,ON(=O)N=S(F)C,0.0
OS(=S)Cl,S,0.0
O=[N+]([O-])N(F)C1CCCC1,CP(C)(=O)C=C1CCCC1,0.0798611111111111
[2H]C(Cl)=CCC(Cl)CC,CCCC(C)(C)C,0.08333333333333333
C/C(=N/O)C(C)(N)Cl,,0.0
CN=[P+](OP)OP,COP(N)(=O)ON,0.05319148936170213
N#COCSSOC#N,N#CSC=C(C)SC=CC=CC=C,0.029411764705882353
NP(O)(=S)NCS(=O)C1=CC=CC=C1,,0.0
C=CCSC(C=C)N(OC(N)=O)OC(N)=O,C1NC(CCCN(C)C#N)P(=O)NC1=S,0.08359133126934984
C1=NC=CC(NNN2CCNCC2)=C1,C2C=NN(CC=C1C=CC(C)C=C1)N2,0.09045226130653267
O=C(F)N(C(=O)F)C(=O)F,O=COC(=O)C(C)CC(O)C(C)CC(O)C(C)CC(O)C(C)CC(O)C(C)CC(O)C(C)CC(O)C(C)CC,0.026022304832713755
O=S(O)N(Br)Br,,0.0
C1N2[C@@H]3O[C@@]132,CCC1C(C)C1,0.04666666666666667
CC1(NC=O)C=CNO1,CNC=CNC=CN=CC=CC=CN=C,0.08013937282229965
O=S([O-])NC1=NC=C(Cl)S1,CC1=C(NO)C=CS1,0.07969151670951156
CCCCNOC(=O)N=S(=O)=O,CC=CC(N)CCNSC(C)=O,0.1092436974789916
NNSC=S,NC(N)=NCCNS(=O)=O,0.021739130434782608
[N-]=P(=S)Cl,CPSPSP,0.0
S=C1C=NC=CS1,S=CC=CC=CC=CC1=CC=CC=C1,0.04433497536945813
CNC(=O)CP(C)C(=O)NCC(O)CO,CNC(=O)C(CCO)C(=O)NCC(N)=O,0.13625866050808313
CCCCCP=NPCl,CCCCC(CP(C)C)CCCC,0.16393442622950818
O=S([O-])(F)(F)F,O=S(C)C(C)SP(=O)O,0.04827586206896552
O/N=C\C1=NSN=C1,CC=N2(C1=CPC=C1)C=CN=C2,0.0
C=N/C(=C\C)C(O)C1=COC=N1,CNC(=O)CCNC1=C(C(=O)O)CC(=O)O1,0.1469135802469136
CC(C)(C)S1=NC=CS1,,0.0
CS(=O)(=O)CCSC1=CC=CC(F)=C1C#N,CN(CCC1=CC=CC=C1C)C2=CC=CC=C2,0.1490787269681742
O=PC(CBr)OCCl,CCC1(CO)CC(=O)O1,0.07335907335907337
CC(Br)=N/C=C(/F)S,CC=NC=C(C)CC=C(Br)C(C)C,0.12682926829268293
CP(C)/C=N\OCC(=O)O,C(O)CN(=O)O,0.0
NC1=[N+](N)CC=CN1,NNCNC=CC=CC=CCCNC=NC=CC=CCCNC=NC=CC=CCCNC=NC=CC=CCCNC=NC=CC=CCCNC=NC=CC=CCCNC=NC=CC=CCCNC=NC=CC=CC,0.1937984496124031
CCP(CC)OC1=NC2=C(C=C1)NC=CC2=O,CCOC=N(C=CN1=C(C)C=CC=C1C)C(=O)OCC,0.0
C=PC(=O)C(C)C,CC(C)C,0.125
CN(F)CN,CN=S(C)C#N,0.06666666666666667
C[C@@H](C(=O)O)N(CCSC1CCCCC1)N=O,CC1C(CCC)C(C)C(=O)O1,0.12525252525252525
FON1CC1,CC(C)C=N1(OC1C)OOC,0.0
FC(F)=C(F)P(Cl)Cl,FC=C(C)(C)Br,0.0
C[N+](C)(C)CCSO[Cl+3]([O-])([O-])[O-],CNOCOP(=O)C(C)(C)OS(C)=O,0.051351351351351354
ClC1=NN=NC(Cl)=C1OC1CCCCCCCCCCCN1,OCCCN(CCC1NCCCC1)C2=CCCCC2,0.17182662538699692
CC=C(N=C=O)C(=O)SC,CCOC(=O)(N=C=O)C(=O)(N=C=O)(C=C=O)(N=C=O)(N=C=O)(N=C=O)(N=C=O)(N=C=O)(N=C=O)(N=C=O)N=C=O,0.0
CN(C)NP1OCCO1,CC1N(C)CCN1,0.05389221556886228
C[N+](C)(CBr)CCF,CN(C)CC(=N)N(C)Br,0.11811023622047244
P1=P[P-]1,O=S(=O)P(C)S(C)=O,0.0
O=S(O)(=NO)OO,NP(=O)(O)OP(=O)O,0.0
CC(NS(C)(=O)=O)N(C(=O)O)C(C)(C)C,,0.0
C1=NN(ON2N=CC=N2)N=C1,BrC=N(SC1=CC=CS1)C=C2N=CC=N2,0.0
C=C(Cl)OCl,CP(C)(C)C,0.0
C=C(Cl)C(C)NC(N)=S,C=CCC(=C)C(=C)C(C)N=CC=C(C)N=C(N)N,0.10052910052910052
CSC(N[P+](=O)S)=C(C#N)C#N,C(OC(=O)(CCO)CC)C(C)Br,0.0
CC(=O)[C@@H]1CCCSP(=O)(Cl)N1,CNC1(=O)CCCC12(C)CCCCC2,0.0
CC1=CC(NC(=O)/N=C(/C(Cl)Cl)N2CCSCC2)=NO1,C3=CC2=CNC(=O)(NC1=CC=CC=N1)C=C2CO3,0.0
CCC(Cl)(CCl)P(O)O,CCCCC(O)C(Br)Br,0.08571428571428572
CN(CCO)C1C=NCNC1O,,0.0
[N-]=[N+]=NCC1(CN=[N+]=[N-])CSC1,CS(N=NNC=C=S)N=C=S,0.05172413793103448
COC(C)[NH+]1C=CN=N1,C=CC(C)=CC(C)(C)C1=CC=CN1,0.0851063829787234
N#CC(F)(F)OCC(F)(F)C(F)(F)C#CF,C=C(C(F)(F)C(F)(F)SF)C(F)(F)F,0.15120274914089346
FCCC1C(=S)N2C=CS[C@@H]12,C1=CN=C3CN1C(C2=CC=CC2)C3,0.2061752988047809
C=CC/C(N)=C/Br,C=CC(N)=CC,0.21311475409836064
CC1=C(Cl)C(N=NCl)=NN1,NCN=N1C(N=C=O)NN=C1,0.0
NC1=CC(C(Cl)(Cl)Cl)=C(S(N)(=O)=S)C=C1,NC=NC=CCNC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC=NC,0.037520391517128875
CCCCSNC(=S)S,CC=CCCC=CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)CC(C)CCC,0.046357615894039736
O=C1N=C(NC2=CC=CC=C2)SS1,OCCOCCC1=CC=CC=C1C=CC2=CC=CC=C2C(=O)OC(C)C(C)C(C)C(C)(C)C3=CC=CC=C3C(=O)OC(C)C(C)C(C)C(C)(C)C=CC=CC=C,0.13854853911404336
FC1(F)C=CSC2=C1C#CCCCC2,C=CCCCCCC1CC=CCN1(C)CCCC2CCC(C)C=C2,0.0
C#CS(C)(C)C#N,C(C)(C=C)C,0.0
CC(C)(C)N(Cl)S(=O)O,C=PP(C)(C)(C)O,0.013245033112582781
CP(=O)(OP)OP,C(P(#P)(SC)C)C,0.0
P=C1COC1,O1=CO1,0.0
CC(C)N1CCN(C(C)C)P1C1N2CN3CN(C2)CP1C3,,0.0
NC1(C2=NC=NC=C2)C=CN=N1,,0.0
O=CC1=C(C2=NC=CC=N2)SCC1,,0.0
N#CONS,CC=CSNF,0.06521739130434782
N#CC1=C(C2OC=CO2)NN=C1,,0.0
O=C1CC=NC2=C1C(Cl)=CN(Cl)N2,NC=CN=CC=CC3N2CC1(=CC=CC=C1N=C2)C=C3,0.0
CCOC(=O)C(C(=O)C#CC1=CC=CC=C1)[N+](=O)[O-],CCOC(=O)CCC(CC(=O)OC)C1CC=CC=C1,0.14852941176470588
C=C(Br)/C=C(\C)O/C(C)=C\C(=O)F,,0.0
CC([O-])=[S]CC1=CC=CO1,CCOC(=O)(C(C)CC)C1=CC=CO1,0.0
CN(CC(F)F)/C(CO)=N\NC=O,O=CNC(=O)C(C)C1(C)C(C)C(NC=O)C1CN,0.08178438661710037
O=C1C2=CC=CC=C2C=CC2=C1C=C(P(=O)(O)O)C=C2,O=CC1=CC=CC=C1N(Br)C2=CC=CC=C2C3=CC=CC=C3,0.116751269035533
NC1=C(NC2=CC=CC=C2Cl)C=CO1,,0.0
C=NN(C=NC)C1=NC(Br)=CN=C1N,C3C=N(C12=NNN=C1N=C2)NN=C3,0.0
O=C(NC1=NNN=N1)NC1=CN=CN1,CC=NNC1(=O)CNC(=S)N1,0.0
O=S(=O)(N1N=NC(C2=CC=CC=C2)=N1)C(F)(F)F,CC(=O)N(CC1=CC=CS1)CC=NN3=C2CC2(C)C3,0.0
NC1=C(C2=CC=C(Cl)C=C2)C(C#CC2=CN=CN=C2)=NC=N1,C1=CC(=C(N1(C(=CC2=NC=CC=C2)C3=CC=CC=N3)C4=CC=CC=N4)C5=CC=CC=N5)C6=CC=CC=N6,0.0
COCC#C/C=C(\Br)COCOC,COCC(O)C(CO)OCC,0.07017543859649122
C1=NO1,CN=CN1=CC=CN1,0.0
OCC(CBr)OCC(F)(F)CCl,CCCC1CC(CCO)C(CCO)CC1,0.05652173913043478
CCCSC1=NCC(Cl)(CBr)S1,CC1(C)C=C(CP(=S)C)C=N1,0.10535714285714286
[2H]C#CC1=C(O[2H])C(C)=C(C)C(O[2H])=C1C#C[2H],COCC(#C(C)(CC#N)CC#N)=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC=CC,0.0
CCOC(/C=C(\Br)C(F)(F)F)OCC,CCOC(=O)C=CC1C(F)(F)CSC1C,0.12454212454212454
N#CC1=C(S)N=CN1,CNC(=N)C=C(C#N)C(F)(F)F,0.05504587155963303
