ground_truth,predicted,tanimoto_score
O=S=C(F)C(F)(F)F,CS(=O)=NC=CC1=NC2=CC=C1NN2,0.024922118380062305
N#CN=C(CCl)N=S1CCOCC1,O=C=NOC(=S)NCC,0.049342105263157895
N#CC(Br)CS(=O)(=O)CBr,N#CSCCCC(C=S)NCC,0.09486166007905138
CCOC1=C(P)N=NN1OCC,CC1OC(OC)N(NSC)NN1,0.12063953488372094
CCOC1=NN=CS1,C2SS(=O)(=NC1=CNN=C1)OC=C2,0.07240704500978473
N=C(N)C(Br)Br,NC(N)C(=O)NO,0.07894736842105263
NN1C=CN(CCCO)N1,NCC=CC=C2C=CC(CN1=CC=CC=C1)S2,0.0
ClP(Cl)N1CCOP1Cl,O=S(=S)(C)(C)(C)(C)(C)(C)(C)(C)(C)C,0.0
CCOP(=S)(NP(=S)(OCC)OCC)OCC,CCOP(OC)O(P(=O)C)OP(CC)O(CC)O(CC)O(CC)O(CC)O(CC)O(CC)O(CC)O(CC)OC,0.0
CC1=C(OC(=O)Cl)N=CS1,O=C(C)C(=O)NC=C1POC=C1C,0.08492201039861352
N[C@@H](CO)C(=O)O,O=CCC(O)CC(O)C(=O)O,0.18
COP(=O)(O)NS(C)(=O)=O,COP(C)(C)O(C)OS(C)=O,0.0
ClOC1=NC(OCl)=NC(OCl)=N1,,0.0
C=COOC(C)Br,C#COOCC,0.2857142857142857
CS(=O)(=O)C1N=NN=N1,O=C(O)N(C)C,0.01875
CS(=O)(=O)NN(S(C)(=O)=O)S(C)(=O)=O,CSP(=O)(F)S(=O)(=O)(#CPO)OP(=O)(F)S(=O)(=O)(#CPO)OP(=O)(F)S(=O)(=O)(#CPO)OP(=O)(F)S(=O)(=O)#C,0.0
CCCSC(CC(=O)NC(C)(C)C)=C(Cl)Cl,CC(NCCC)C=CSC(=O)OC(C)(C)C,0.14878048780487804
CC1=CSC(C)=C1C=O,CCCCC1CCCC12CCCC23CCCC34CCCC45CCCC56CCCC6CC,0.02127659574468085
CN(C)S(=O)(=O)N1CCN(N(CC#N)N=O)CC1,,0.0
CCP(CC)C1=NC=CN=C1,CCS3C(=CC2=CC(=C1N=CN=C1)N2)C3(C)C(C)OC(C)C,0.08925476603119584
[2H]C([2H])=C1CCC1([2H])[2H],CCC(C)C=C(C)C(C)C(O)CC,0.08503401360544217
O=S(=O)(O)C1=CC=C(SC2=CC=CC=C2)C=C1,CS(=O)(=O)C(CCCC1=CC=CC=C1)C2=CC=CC=C2,0.11005692599620494
O=CC1=CC(=O)N=N1,CC=C=CC=C=C1=C=C=CC2=C=C12,0.0
COC(OC)=C(OC)OC,C(C)(C)OO(C)=C(C)C,0.0
C1=CN=C(C2=NNC(C3=NC=CC=N3)=NN2)N=C1,O=CNC2NC(NC1=NC=CC=N1)NO2,0.14017094017094017
[2H]C([2H])([2H])SSSC([2H])([2H])[2H],O=S(=O)(C)=C(=S)(C)OO(C)=CC,0.0
CC[C@@H]1[C@@H](N)C[C@@H](C2=CC=CC=C2)S[C@H]1C1=CC=CC=C1,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.019891500904159132
FC(F)(F)C(Cl)OC(Cl)(Cl)Cl,FC(F)(C)C(F)(F)(Br)(F)(Br)C(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)(F)F,0.0
C=C1C=C/C(=C/Br)O1,C#CC(O)COC=CCCOC(=O)C=CCOC(=O)C=CCOC(=O)C=CCOC(=O)C=CCOC(=O)C=CCOC(=O)C=CCOC(=O)C=CCOC=O,0.03496503496503497
O=C(F)O[P+](F)(F)OC(=O)F,OCOCOCO1COCOC1,0.0
CC(=O)CSN1C(C)=CNN1C,,0.0
N[C@@H](CS)C(=O)O,,0.0
CC(=O)NN/C(N)=C/C#N,CC(=O)NC(C)SCC#CBr,0.09545454545454546
O=C1NC(=O)N(C(F)(F)F)C(F)(F)N1C(F)(F)F,O=C=NNC(=S)(SS)C=NC(=S)SS,0.0
C=C1OC(=S)OC1=C,COC1(=S)SS(C)C(C)(C#N)=C1C,0.0
CC1=NOCC(Cl)S1,CCOCCC(O)CC,0.04225352112676056
COCN(O)COC,O=C1=NO(C(CC)O)O1,0.0
CC(=O)OP(=O)(F)F,CPP1PP1(C)O,0.03488372093023256
CO/C(SC)=C(\OC)SC,C(OOC)(C)(N=C)OC,0.041666666666666664
CC(C)=C1N(C)N=NN1C,CC=CN(C)C(C)(C)N(C)C,0.1267605633802817
CNC(=O)NCS(=O)O,O=COC(=O)NC(N)=S,0.11377245508982035
O=P(F)(Cl)C1CCCCC1Cl,O=S(=S)CS(=O)(=O)C,0.026881720430107527
CC1=NSC(C(Cl)(Cl)Cl)O1,=CC(C)CCS(=O)(=O)OC,0.0
FN(Cl)C(F)(F)C(F)(F)F,,0.0
OC(SF)SF,NC(=S)SSC(=N)S,0.0449438202247191
C=C1N(SC)C=CN1SC,CNC#S(=O)C=C1C(C)C=CC=C1,0.0935412026726058
O=S1(=O)C(Cl)=C(Cl)C(Cl)=C1Cl,O=S(=O)(N=O)(C)=C(C)C,0.0
O=S(=O)(Br)CF,O=S(=O)SOCC(=O)S,0.06481481481481481
CCO/C(=N/S(C)(=O)=O)NO,,0.0
CCN(CC)P(C1=NC=CN1)N(CC)CC,CCN(CC)P1N2C=CN1CN2,0.13468013468013468
O=P(O)(CCl)CCl,O=C(=O)(C)(C)=C(O)C,0.0
[2H]C1OC(=O)C([2H])([2H])OC1=O,COC(=O)C(=O)NC(=O)C(C)C(=O)O,0.11958762886597939
CC(C)N(C(C)C)P(C#N)/C=N/CN(C)C,CN=S(C)N=S(F)N=S(C)N,0.05405405405405406
CNC(=O)C1=C(Cl)SN=N1,CS1(=O)C(=O)C=CS1,0.07661290322580645
NN1NN=CC(=O)C1=O,O=CNC1(=O)C=CC(=O)C=C1,0.0
FN(F)N(F)F,FNNN(C)(C)(C)(C)(C(F)F)N=P(F)C,0.0
F/N=C(\C(F)(F)F)C(F)(F)N(Cl)Cl,,0.0
NC(N)=NC(S)C1=CSC=N1,,0.0
COC1=NC(Cl)N=CN1,,0.0
CC(C)(C)C(P)=S,O,0.0
[2H]C([2H])([2H])C([2H])(NC(N)=S)C([2H])([2H])[2H],C,0.0
CSC(=O)C#CC(C)(C)N(C)C,CN(C)C(C)N(C)C,0.08421052631578947
NN1C(CC2=NNC(=S)N2N)=NNC1=S,C=CC=CC=C1C=C2(C=O)=NC=C13CC2C4CC3C5CC4C6CC5C7CC6C8CC7C9CC8C%10CC9C%11CC%10CCC%11,0.0
OC1=CSSC=C1O,OC(P)C=CC(O)C=CC(O)C=C(C)C=C(O)(CP)C=CC,0.0
C1CN2CCSP2S1,,0.0
O=S(=O)(O)OC1=NC=NC=C1,CC(O)=NNC1=CC=CC=C1,0.05698005698005698
CN(C=O)/N=N/N(C)C=O,ON=C(CNC=O)NC=C,0.07643312101910828
ClC(Cl)(Cl)C1=NOC=N1,O=CC=NC=CO1C=C(N=C1)NC2=COC=C2,0.0
O=S(=O)(F)C1=NC=CS1,,0.0
CC(C)(C#N)N(O)CN(O)C(C)(C)C#N,N#CN(F)C(C)=N(C#N)C(=S)N(F)C#N,0.0
NOC(N)(N)ON,N1C(N)=NN=N1,0.025974025974025976
CSC1=NC(SC)=C(C)O1,,0.0
O=C(C1=COC=C1)C(F)(F)F,O=CCNS1NC=CS1,0.03856749311294766
C1=CNC(C2=NC=CN2)=N1,O=CNC=CC=C2C=C(C=CC1=CC=CC=C1)NN=C2,0.04008016032064128
CCCCC#C[C@@H](O)CF,C#CCCCCC(C)C(=O)O,0.15753424657534246
O=C1C(O)=C(P(=O)(O)O)C1=O,,0.0
CSN1OC(=O)N(C)C1=O,C,0.0
CN(CP(=O)(O)CN(C)S(C)(=O)=O)S(C)(=O)=O,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.003125
CN=CNP(=S)(OC)SC(C)C,CNC(C)NC,0.01509433962264151
CCP(CC)NCC(C)C,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.04597701149425287
CN1N2CN3CN(C2)N(C)P1N3C,,0.0
CCSP(=O)(Cl)OC,C(C)(=O)(=O)(OC)S(=O)(=O)C(C)(=O)(=O)PN(=O)(=O)(=O)C(C)(=O)(=O)PN(=O)(=O)(=O)C(C)(=O)(=O)PN(=O)(=O)(=O)C(C)(=O)(=O)PN(=O)=O,0.0
N#C/C(Cl)=N/SN1CCOCC1,,0.0
CC(=S)NOC(=O)NCSCNC(=O)ONC(C)=S,CC(O)C(=O)SCNC(=O)CC(=O)OC,0.13872832369942195
CC1=CSC(=O)NC1=O,C=CCC(O)CC(C)CC(O)C(O)CC(O)C(O)CC(O)C(O)CC(O)C(O)CC(O)C(O)CC(O)CO,0.05053191489361702
COP(C)(=O)OCP(=O)(OC)OC,O=SOS(=O)(=O)OO(C)C,0.0
S=C1C(=S)C(S)C1S,SCSC(F)=C(Br)SBr,0.022727272727272728
ON1CSCCSC1,CCCNC1COCCO1,0.0794392523364486
C=[N+](C)NO[N+](=C)NC,NNP(C)C,0.041237113402061855
CN(C)N(P(F)(F)=S)P(F)(F)=S,CN=S(F)(C(=S)N=S)N(=O)SNC,0.0
CS(C)(C(O)O)C(O)O,OC(C(O)CO)C(=O)O,0.022222222222222223
CN(C)S(=O)(=O)NN1C=NN=C1,CN(C)S(=O)(=O)C(C)C,0.1297709923664122
C1=CC2=NON=C2N=C1,C=NC1=CC=CC=C1,0.051829268292682924
OC1=C(Br)C=CC(Br)=C1Cl,OCC(=O)N2C=CC1(=O)N(C=C(C)C1)C2=O,0.0
CN1C=C(Cl)N=C1C#N,C#CC=C(C#N)=CCC(O)C#N,0.0
CCN1C=CS/C1=N/N=O,,0.0
NN(N)C(CO)OCCOCCO,,0.0
N#CC(F)(F)OC(F)(F)F,CCCCCCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNCCCNC,0.039473684210526314
N#CC(C#N)=N/C(C#N)=C(\N)Cl,,0.0
C[C@H]1C[C@@H]2CCC[C@@H]2S1=O,,0.0
C1=C2C=CC=NC2=NCO1,,0.0
C1=CN2NN=NC2=C1,FN#CC=CC=CN=CC=C1C=C2N=CN1=N2,0.0
CSC1=NSC(SC)=C1N,C,0.0
[2H]/C(C#N)=C(\[2H])S/C([2H])=C(/[2H])C#N,O=S(=O)CNC(N)=CCNC(=O)=C1C(N)=NNC(=O)(C#N)N1,0.0
O=S=P(Cl)(Cl)Cl,OP(=O)OS(=O)(=O)(=O)O,0.0
NC(=O)N(F)F,NN(O)=NP,0.0
O=S(=O)(OO)S(=O)(=O)OO,O(=PO)P(=O)C,0.0
O=S(=O)(/C=C\S(=O)(=O)CCl)CCl,,0.0
NC(=S)C=S,OPC#CCCCCCCC#CCCCCCCC#CCCCCCCC#CCCCCCCC#CCCCCCCC#CCCC,0.04878048780487805
CN(C)S(F)(N(C)C)N(C)C,CN(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)N(C)(C)(C)N(C)(C)(C)C(C)N(C)(C)N(C)NC,0.0
CC1(C)[C@@H]2C3C4C3C4[C@@H]21,CCCC1CC2CC12(C)C4C3C5C3C4(C)CC5,0.0
CCCC/C(N)=N/OC(=S)N1C=CN=C1,O=CNC(O)(O)(O)(O)(O)(O)(O)O(C)(C)(C)(C)(O)(O)(O)(O)(O)(O)O(C)(C)(C)(C)(O)(O)(O)(O)(O)(O)OC,0.0
[2H]C1=NC([2H])=NC([2H])=N1,,0.0
CNP(=O)(C(F)(F)F)C(F)(F)F,C(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FC(F)FCF,0.0
CP(C)(=S)C(P(C)(C)=S)P(C)(C)=S,CN(=S)O=S(C)C,0.0
ClC1=NC2=C(S1)SC(Cl)=N2,O1=CSSS1,0.0
CN1SN=C(Cl)C1=O,CN(C)C,0.004901960784313725
[2H]C1(C#C)CC1,C=C1C(C)C1C,0.15
FC1=NN=C(F)C(SC(F)(F)F)=C1SC(F)(F)F,S(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)(C(F)F)C,0.0
CC(C)[C@]12CC[C@@H](C)[C@H](CO1)C2,C#CC=CC=CC=COC=CCCC=CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.0764525993883792
CC(C)(OP(Cl)C1=COCCO1)C(Cl)(Cl)Cl,OC(=O)O1(C)(=O)(=O)SC=CS1,0.0
CN=C1N(C)C(=S)N(C)C(=S)N1C,C(CC)NC(=CO)NC(=CO)NC(=CO)NC(=CO)NC(=CO)NC(=CO)NC(=CO)NC(=CO)NC(=CO)NC=C,0.05776892430278884
CN(C)C1=CC(=S)SS1,CC(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)C,0.0
CSC(=O)NCC(C)CNC(=O)SN,CP(=O)(OP(=O)O)O1CCCOS(=O)O1,0.0
FN(F)C1(F)N(F)N1F,NC(F)(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)C(F)CF,0.053164556962025315
N#CN(F)Cl,C=P(=S)P(=C=S)=PF,0.0
FP(F)N=C=NP(F)F,N(F)C=NNC(=S)S,0.06382978723404255
O=P(Cl)(Cl)C(F)(F)P(=O)(Cl)Cl,O=P(C)(C)(C)C,0.0
N=N[N+](=N)C1=NC=NC=N1,NNNC1(=NC=CNC1)NN2C=CC=N2,0.0
C1=NNC(C2=NC=NN2)=N1,CNN2NN1N(NNN=N1)NN2,0.04961832061068702
N#CC(F)(Br)[N+](=O)[O-],N#CS(C)N(C)Br,0.029069767441860465
FOC(F)(F)OOC(F)(F)OF,CNC(=O)(OP(=O)O)(CC)C,0.0
CP(C)P(C(F)(F)F)C(F)(F)F,,0.0
CON1C=CPC1=S,O=CC1=C2C=CC=C1N2,0.057534246575342465
CCSOP(O)OSCC,COOOOOSS,0.0425531914893617
CN(C)P(C(F)=C(F)F)C(F)=C(F)F,CS(=O)C(F)(=NC(F)(=CBr)C(F)F)C(F)=C,0.0
CN(C)P(=N)(N(C)C)[N+](C)(C)C(C)(C)C,SN(C)C1(F)C(F)C1(F)(F)(F)F,0.0
C=C(O[P+](=S)SC)O[P+](=S)SC,COS(=O)(=O)OOS=O,0.04145077720207254
CN1SCCSN1C,CSCOC1CO(C)OCCC1OC,0.0
O=C=NS(=O)(=O)OS(=O)(=O)N=C=O,,0.0
CP(C)(=S)C#CP(C)(C)=S,CNOP(C)(C)NON(C)F,0.038834951456310676
CN(C)C1=C(N(C)C)C1=N,CC(N)CC(N)C(N)C(F)C,0.03237410071942446
S=P1(Cl)SCCS1,O=S(=S)C(=S)SS=O,0.012269938650306749
CP(F)Cl,,0.0
N=CC1=NN=CN1C(Cl)(Cl)Cl,O=C2(N1N=NN=C1)C(=O)NN=N2,0.0
CC(CN(C)S(=O)(=O)F)S(=O)(=O)F,,0.0
C#CS(=O)CCl,C#CO,0.05263157894736842
C/C=N\N/C(Br)=C(\C)CC,,0.0
C=CN=CPC(C)C,C#CCCC(C)(C)(C)C(C)N,0.0
CN(NC(=O)C(Cl)=C(Cl)Cl)C1=CN=NS1,COC(=O)N(C)(OC)N(C)O(C)OC,0.0
CC1=NC(=S)N(N(S)C(N)=O)C(C)=C1,C(ON)NC=CC(C)(C)CCC(N)NN,0.06530089628681178
FN(F)C1(F)N=N1,,0.0
C=PP(P)P,,0.0
[N-]=[N+]=NN(F)F,CN=N1(N=C(=S)=S)SS1,0.0
OS(=S)Cl,O,0.0
O=[N+]([O-])N(F)C1CCCC1,O=S(=O)O(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)(C)C,0.0
[2H]C(Cl)=CCC(Cl)CC,,0.0
C/C(=N/O)C(C)(N)Cl,,0.0
CN=[P+](OP)OP,C(OP=S)(O=S)ON,0.0
N#COCSSOC#N,N#CSC#CSC(=O)O,0.09821428571428571
NP(O)(=S)NCS(=O)C1=CC=CC=C1,CN(C)C(=O)(NSP(=O)N(C)C)N(C)C,0.0
C=CCSC(C=C)N(OC(N)=O)OC(N)=O,C=C(C=CC=C)P(=O)ON(CCC=C)P(=O)ON(CCC=C)P(=O)ON(CCC=C)P(=O)ON(CCC=C)P(=O)ONCCC=C,0.115527950310559
C1=NC=CC(NNN2CCNCC2)=C1,,0.0
O=C(F)N(C(=O)F)C(=O)F,OCOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.009523809523809525
O=S(O)N(Br)Br,O=C(O)S=SOCS(=O)CO=COPO=S,0.0
C1N2[C@@H]3O[C@@]132,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.02877697841726619
CC1(NC=O)C=CNO1,O=S(=O)CC,0.01327433628318584
O=S([O-])NC1=NC=C(Cl)S1,CCOP(N1SC=CC=C1)SSC2=CC=CC=C2,0.11884057971014493
CCCCNOC(=O)N=S(=O)=O,CC=CC=CN(=O)C=CN(=O)O(=O)SO,0.0
NNSC=S,NNN1(C)SCC(N)(=O)S1,0.0
[N-]=P(=S)Cl,CN(C)PPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPPP,0.015151515151515152
S=C1C=NC=CS1,CC=CC=CO,0.020202020202020204
CNC(=O)CP(C)C(=O)NCC(O)CO,,0.0
CCCCCP=NPCl,CNP(C)N(C)C,0.04395604395604396
O=S([O-])(F)(F)F,CN1ON12(CP(=O)O)ON23(CP(=O)O)ON34(CP(=O)O)ON45(CP(=O)O)ON5CP(=O)O,0.0
O/N=C\C1=NSN=C1,NC(Br)SN1CC(=C)SN1,0.03783783783783784
C=N/C(=C\C)C(O)C1=COC=N1,CCCNCC=C(NCC)C(=O)OC=COCC1(=O)OC=CO1,0.0
CC(C)(C)S1=NC=CS1,,0.0
CS(=O)(=O)CCSC1=CC=CC(F)=C1C#N,COC1N3(C)CC(=CC2=CC1C=CC=CC2)=CC=C3,0.0
O=PC(CBr)OCCl,CC(OC=O)C(=O)OOC(=O)SOC(C)(C)C(=O)OOCC(OO)C(=O)OOC(=O)SOC(C)C(=O)OO1C(=O)SOC(=O)NO1,0.0
CC(Br)=N/C=C(/F)S,C=CC=CC1=C(C=CC=C1)OSC(=C(C)N=C(C)C)N=CC=C(C=C)=NC=C(C=C)=NC=C(C=C)=NC=CC(=C)(CO)=NC(=C)C,0.0
CP(C)/C=N\OCC(=O)O,C(=S(C)C(=S)C=C)O,0.049079754601226995
NC1=[N+](N)CC=CN1,,0.0
CCP(CC)OC1=NC2=C(C=C1)NC=CC2=O,CC(C)COC2=CC=C(C=CC=C1C(=O)C=CC=C1)C=C2,0.14457831325301204
C=PC(=O)C(C)C,,0.0
CN(F)CN,N#CNN1(CC)NN1,0.0
C[C@@H](C(=O)O)N(CCSC1CCCCC1)N=O,CC(C)C(=O)NNC(CC(CC)C(=O)NNC(C)C)(C(O)C(=O)NC(C)C1CCCCC1)C(O)C(=O)NC,0.15916230366492146
FON1CC1,,0.0
FC(F)=C(F)P(Cl)Cl,C=CSCP=O,0.056818181818181816
C[N+](C)(C)CCSO[Cl+3]([O-])([O-])[O-],C=SCS(=O)(=O)CCNS(=O)(=O)C,0.07228915662650602
ClC1=NN=NC(Cl)=C1OC1CCCCCCCCCCCN1,O=CN2C(F)(=NC1NCCCC1)CCCC2,0.0
CC=C(N=C=O)C(=O)SC,CCC(F)C=CC(=C=O)=NC=C(=O)(C)=NC=C(=O)(C)=NC=C(=O)(C)=NC=C(=O)(C)=NC=C(=O)(C)=NC=C(=O)(C)=NC=C(=O)(C)=NC=C=O,0.0
CN(C)NP1OCCO1,C=COC2=C1O3C1N2N(C)CC3,0.0
C[N+](C)(CBr)CCF,CCCC(C)=CCN(CS)=NC,0.0
P1=P[P-]1,PP=C,0.14285714285714285
O=S(O)(=NO)OO,O=S(OS)C(=O)SO,0.06015037593984962
CC(NS(C)(=O)=O)N(C(=O)O)C(C)(C)C,CC(C)(C)C(=O)S(=O)(=O)C(C)(C)C,0.09689922480620156
C1=NN(ON2N=CC=N2)N=C1,C2PC=C(SNC=C1N=CC=N1)S2,0.04361370716510903
C=C(Cl)OCl,C=C(C)(O)O,0.0
C=C(Cl)C(C)NC(N)=S,C=CC=CC(F)C(F)C(N)=O,0.07462686567164178
CSC(N[P+](=O)S)=C(C#N)C#N,C1(#CC(N)(N)C(O)(C)O1)C2(=O)NN2,0.0
CC(=O)[C@@H]1CCCSP(=O)(Cl)N1,COO(C)OSOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO,0.0
CC1=CC(NC(=O)/N=C(/C(Cl)Cl)N2CCSCC2)=NO1,CC(=O)NC(=S)NC=CC=CNCCCC1CNC(=O)NC=C4C=CC1C25(CCNC3(=O)NC=CC=CC23)NC=CC=CC45,0.0
CCC(Cl)(CCl)P(O)O,CC(CC)CP(O)P(O)CC,0.1222707423580786
CN(CCO)C1C=NCNC1O,CNCNC1CN(CCO)=NC(N)=N1,0.0
[N-]=[N+]=NCC1(CN=[N+]=[N-])CSC1,ONC=C(N=NC1NCN1C)C=C=S,0.058823529411764705
COC(C)[NH+]1C=CN=N1,COC=NN(C)(C)C(C)(CC)OC,0.0
N#CC(F)(F)OCC(F)(F)C(F)(F)C#CF,C#CC(#C(NC(=O)C(F)(F)F)C(F)(F)F)(O)OO,0.0
FCCC1C(=S)N2C=CS[C@@H]12,O=COC=CCC1=CC=C(C=C1)COC(=O)C(O)COC2=CC=C(C=C2)COC(=O)C(O)COC3=CC=C(C=C3)C,0.13205417607223477
C=CC/C(N)=C/Br,C=CCC(C)=CCC,0.18666666666666668
CC1=C(Cl)C(N=NCl)=NN1,NC=CN=N1N=C(=NNN)N=CN1,0.0
NC1=CC(C(Cl)(Cl)Cl)=C(S(N)(=O)=S)C=C1,NCCCC1=NN=NC=C1,0.07680722891566265
CCCCSNC(=S)S,,0.0
O=C1N=C(NC2=CC=CC=C2)SS1,O=COCC(CCC1CC1C)C2=CC=CC=C2,0.12159709618874773
FC1(F)C=CSC2=C1C#CCCCC2,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCCC,0.02142857142857143
C#CS(C)(C)C#N,CNO(C)(C)(C)NC(N)(C)C(C)(C)(C)NC(N)(C)C(C)(C)(C)NC(N)(C)C(C)(C)(C)NC(N)(C)C(C)(C)C,0.0
CC(C)(C)N(Cl)S(=O)O,CC(C)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)O(F)(O)OF,0.0
CP(=O)(OP)OP,CO=C(O)O,0.0
P=C1COC1,C1=S=SC=CS1,0.03614457831325301
CC(C)N1CCN(C(C)C)P1C1N2CN3CN(C2)CP1C3,C1(C)=CN=CC=C1,0.034328358208955224
NC1(C2=NC=NC=C2)C=CN=N1,,0.0
O=CC1=C(C2=NC=CC=N2)SCC1,CC1=CC=CN=C1C=O,0.10313075506445672
N#CONS,N#CNCCN,0.047619047619047616
N#CC1=C(C2OC=CO2)NN=C1,C#CCC(C#N)=C2C4=CC1=C(C3=CC=C1C=C23)S4,0.14620535714285715
O=C1CC=NC2=C1C(Cl)=CN(Cl)N2,O=C1C=C(C(=O)O)C(=CC(=O)O)C=C1,0.1529051987767584
CCOC(=O)C(C(=O)C#CC1=CC=CC=C1)[N+](=O)[O-],CCO1C(=S)SSS1,0.0
C=C(Br)/C=C(\C)O/C(C)=C\C(=O)F,,0.0
CC([O-])=[S]CC1=CC=CO1,C=COC(=O)C(C)C(=O)C(C)C,0.05405405405405406
CN(CC(F)F)/C(CO)=N\NC=O,C=CNC(=O)(NCC)NC(C)Br,0.0
O=C1C2=CC=CC=C2C=CC2=C1C=C(P(=O)(O)O)C=C2,O(NC1=CC=CC=C1)(PS)C2=CC=CC=C2,0.0
